Player,Pos,Age,Tm,year,G,GS,MP,X3PA,X3P.,X2PA,X2P.,FTA,FT.,ORB,DRB,AST,STL,BLK,TOV,PF,PER,USG.,WS.48,VORP
Peja Stojakovic,SF,33,NOH,2011,6,0,89,25,44,8,37.5,7,85.7,0,6,6,2,0,4,2,16.7,21.5,0.144,0
Peja Stojakovic,SF,33,TOR,2011,2,0,22,6,66.7,4,75,2,100,0,3,1,0,0,2,0,34,26.2,0.242,0
Peja Stojakovic,SF,33,DAL,2011,25,13,506,105,40,79,46.800000000000004,16,93.8,14,52,22,11,2,11,22,14.1,18.7,0.118,0.3
Amar'e Stoudemire,C,28,NYK,2011,78,78,2870,23,43.5,1459,50.3,597,79.2,198,438,202,71,150,250,274,22.7,30.9,0.134,1.9
Rodney Stuckey,PG,24,DET,2011,70,54,2183,90,28.9,737,45.7,381,86.6,70,146,361,76,10,155,177,18.4,24.5,0.111,1.3
DaJuan Summers,SF,23,DET,2011,22,1,199,21,42.9,48,39.6,20,45,2,10,2,3,1,13,21,4.4,21.3,-0.083,-0.4
Pape Sy,SF,22,ATL,2011,3,0,21,1,0,5,40,3,100,2,1,2,1,0,3,1,9.2,23.3,-0.047,0
Jermaine Taylor,SG,24,HOU,2011,8,0,77,5,40,27,51.9,6,83.3,1,8,2,2,2,6,4,13.3,23.3,0.027,-0.1
Jermaine Taylor,SG,24,SAC,2011,26,8,406,40,30,124,53.2,22,72.7,25,28,30,12,3,40,35,12,22.8,0.011,-0.2
Jeff Teague,PG,22,ATL,2011,70,7,963,48,37.5,256,44.9,97,79.4,11,91,138,45,25,64,82,14.6,20.3,0.083,0.1
Sebastian Telfair,PG,25,MIN,2011,37,8,711,78,35.9,163,42.3,60,73.3,17,37,111,25,3,64,64,10.5,19.9,0.008,-0.4
Garrett Temple,SG,24,SAS,2011,3,0,21,1,0,4,25,2,0,1,1,2,1,1,1,2,0.6,15.1,-0.135,0
Garrett Temple,SG,24,MIL,2011,9,0,83,10,30,11,36.4,4,0,0,6,6,1,1,2,8,3.1,14,-0.019,-0.1
Garrett Temple,PG,24,CHA,2011,12,0,126,26,26.900000000000002,16,31.3,11,63.6,0,15,24,9,4,20,14,6.4,24.9,-0.119,-0.1
Jason Terry,SG,33,DAL,2011,82,10,2564,351,36.199999999999996,740,49.3,214,85,24,129,334,93,13,167,140,15.9,24.7,0.1,1.7
Kurt Thomas,PF,38,CHI,2011,52,37,1178,1,100,185,50.8,32,62.5,75,226,60,32,42,42,164,10,9.4,0.131,0.9
Tyrus Thomas,C,24,CHA,2011,41,2,861,3,0,328,47.599999999999994,136,78.7,65,159,29,30,66,65,113,18.2,24.9,0.103,0.2
Jason Thompson,PF,24,SAC,2011,75,39,1748,3,0,531,51,200,60.5,144,310,88,28,44,99,212,13.6,17.9,0.079,0
Al Thornton,SF,27,WAS,2011,49,23,1069,25,16,302,49.7,107,75.7,46,110,51,28,9,44,103,11.8,17.3,0.058,-0.4
Al Thornton,PF,27,GSW,2011,22,0,314,1,0,103,49.5,35,82.89999999999999,10,47,11,7,3,20,40,11.3,19.6,0.042,-0.4
Marcus Thornton,SG,23,NOH,2011,46,0,745,93,37.6,241,42.3,66,75.8,25,106,43,19,4,37,50,14,25.6,0.057,-0.2
Marcus Thornton,SG,23,SAC,2011,27,23,1030,147,36.1,326,49.1,118,80.5,36,91,92,45,5,56,60,18.2,24.4,0.123,1.1
Anthony Tolliver,SF,25,MIN,2011,65,4,1362,115,40.9,198,47.5,131,80.2,92,203,82,28,28,49,145,13.3,13.1,0.115,0.8
Hedo Turkoglu,PF,31,PHO,2011,25,16,630,97,42.3,96,45.800000000000004,36,72.2,20,80,58,18,14,31,77,13.1,17.2,0.092,0.6
Hedo Turkoglu,SF,31,ORL,2011,56,56,1910,213,40.400000000000006,316,47.8,120,66.7,25,231,285,54,20,101,170,13.6,16.6,0.142,2.4
Evan Turner,SG,22,PHI,2011,78,14,1797,44,31.8,485,43.5,125,80.80000000000001,42,264,159,49,14,80,138,10.8,17,0.06,-0.2
Ime Udoka,SF,33,SAS,2011,20,0,130,8,0,13,38.5,8,50,5,14,13,8,1,5,14,5.3,10.4,0.008,0
Beno Udrih,PG,28,SAC,2011,79,64,2734,182,35.699999999999996,642,54,228,86.4,41,224,386,94,9,141,181,15.7,16.9,0.126,2.1
Ben Uzoh,PG,22,NJN,2011,42,0,438,8,37.5,136,42.6,56,58.9,30,31,69,13,8,25,29,14.7,20.5,0.054,0
Anderson Varejao,C,28,CLE,2011,31,31,994,2,0,214,53.300000000000004,81,66.7,98,203,45,27,38,40,87,15.2,13.3,0.105,0.7
Greivis Vasquez,SG,24,MEM,2011,70,1,860,86,29.099999999999998,147,47.599999999999994,44,77.3,12,61,151,22,4,70,83,9.4,16.9,0.03,-0.6
Charlie Villanueva,PF,26,DET,2011,76,11,1666,323,38.7,385,48.8,116,76.7,50,245,48,42,42,66,175,15.9,23.1,0.091,0.1
Sasha Vujacic,SG,26,LAL,2011,11,0,54,7,42.9,16,31.3,2,50,1,3,5,1,0,5,7,3.4,24.4,-0.082,-0.1
Sasha Vujacic,SG,26,NJN,2011,56,17,1594,255,36.9,317,43.2,94,85.1,29,153,127,53,5,61,129,12.6,19.6,0.066,0.7
Dwyane Wade,SG,29,MIA,2011,76,76,2823,206,30.599999999999998,1178,53.400000000000006,652,75.8,123,362,346,111,87,237,197,25.6,31.6,0.218,5.7
Von Wafer,SG,25,BOS,2011,58,2,553,67,26.900000000000002,92,53.300000000000004,38,84.2,7,42,35,18,5,20,39,10.6,17,0.092,0
Henry Walker,SG,23,NYK,2011,61,1,784,153,38.6,83,54.2,44,70.5,16,106,34,21,6,37,81,11.3,16.6,0.069,-0.2
John Wall,PG,20,WAS,2011,69,64,2606,115,29.599999999999998,857,42.5,393,76.6,35,282,574,121,35,261,175,15.8,23.8,0.041,1.2
Ben Wallace,C,36,DET,2011,54,49,1238,2,50,147,44.9,57,33.300000000000004,129,221,72,54,54,44,81,12.3,8.2,0.072,1.2
Gerald Wallace,SF,28,CHA,2011,48,48,1872,106,33,476,45.6,284,73.9,72,322,116,59,48,100,120,15,20.2,0.092,1.3
Gerald Wallace,PF,28,POR,2011,23,15,821,80,33.800000000000004,189,56.599999999999994,90,76.7,39,136,57,46,15,52,63,18.9,20.5,0.153,1.2
Luke Walton,SF,30,LAL,2011,54,0,484,34,23.5,82,36.6,10,70,9,58,62,9,4,31,38,5.1,14.3,-0.016,-0.5
Willie Warren,PG,21,LAC,2011,19,0,134,15,33.300000000000004,20,40,8,75,1,11,27,6,0,8,16,10.8,15.5,0.065,-0.1
Hakim Warrick,PF,28,PHO,2011,80,6,1416,11,9.1,435,52.2,294,72.1,88,208,69,32,9,79,100,16.5,20.9,0.116,0
C.J. Watson,PG,26,CHI,2011,82,1,1091,112,39.300000000000004,282,36.199999999999996,93,74.2,16,78,186,55,11,73,82,12.8,21.4,0.093,0
Earl Watson,PG,31,UTA,2011,80,13,1567,107,33.6,200,45,82,67.10000000000001,52,130,278,61,17,116,146,10.2,13.4,0.03,-0.3
Kyle Weaver,SG,24,UTA,2011,5,0,69,7,42.9,18,33.300000000000004,8,87.5,2,8,7,2,2,7,3,11.3,23.6,-0.018,-0.1
Martell Webster,SF,24,MIN,2011,46,1,1094,132,41.699999999999996,208,46.6,122,77,36,111,53,28,9,58,101,12.4,17.6,0.077,0.1
Sonny Weems,SF,24,TOR,2011,59,28,1413,61,27.900000000000002,452,46.7,94,76.6,39,114,104,34,2,86,87,10.2,20.3,-0.013,-1
David West,PF,30,NOH,2011,70,70,2451,9,22.2,1031,51,327,80.7,155,374,164,67,62,142,202,20.4,25.8,0.152,2.9
Delonte West,PG,27,BOS,2011,24,2,453,33,36.4,87,49.4,15,86.7,6,31,64,20,10,30,29,12.3,16.6,0.093,0.2
Mario West,SG,26,NJN,2011,6,3,116,4,25,17,47.099999999999994,5,60,2,9,10,7,0,2,13,9.1,10.1,0.069,0
Russell Westbrook,PG,22,OKC,2011,82,82,2847,103,33,1287,45.1,631,84.2,121,258,670,155,30,316,207,23.6,31.6,0.159,5
D.J. White,C,24,CHA,2011,24,0,466,2,0,152,53.300000000000004,54,75.9,31,75,15,6,12,7,46,17.7,18.6,0.161,0
Chris Wilcox,PF,28,DET,2011,57,29,995,1,0,321,58.3,89,56.2,95,176,43,29,17,43,145,18,18.9,0.133,0.4
Damien Wilkins,SF,31,ATL,2011,52,0,676,10,20,127,52.800000000000004,56,71.39999999999999,23,67,41,27,9,21,72,11.4,12.8,0.104,0.1
Deron Williams,PG,26,UTA,2011,53,53,2009,258,34.5,548,51.1,354,85.3,32,173,514,64,12,187,152,22.1,26.2,0.159,2.7
Deron Williams,PG,26,NJN,2011,12,12,456,59,27.1,110,39.1,58,79.3,8,47,153,15,3,43,38,17,24.2,0.066,0.3
Jawad Williams,SF,27,CLE,2011,26,1,391,45,28.9,81,34.599999999999994,12,75,7,41,22,9,3,16,34,4.8,17.1,-0.067,-0.5
Lou Williams,SG,24,PHI,2011,75,0,1747,253,34.8,542,43.4,356,82.3,32,117,252,47,17,102,128,18.9,27.8,0.141,1
Marvin Williams,SF,24,ATL,2011,65,52,1865,110,33.6,427,48.9,174,84.5,68,245,88,34,23,62,104,13.5,17.2,0.102,0.3
Mo Williams,PG,28,CLE,2011,36,34,1065,136,26.5,326,43.6,102,83.3,15,82,257,33,10,105,91,13.8,26,-0.005,-0.2
Mo Williams,PG,28,LAC,2011,22,22,723,108,39.800000000000004,160,43.8,75,88,6,50,123,20,0,66,59,14,22.7,0.073,0
Reggie Williams,SF,24,GSW,2011,80,9,1626,241,42.3,331,50.2,134,74.6,45,171,121,28,3,57,124,14.9,18.7,0.109,0
Shawne Williams,PF,24,NYK,2011,64,11,1323,212,40.1,173,45.7,49,83.7,60,179,47,39,51,46,164,12.2,15.2,0.089,0.5
Terrence Williams,SG,23,NJN,2011,10,0,206,12,33.300000000000004,61,41,10,50,3,33,31,5,0,25,21,6.2,23.1,-0.102,-0.2
Terrence Williams,SG,23,HOU,2011,11,0,84,10,20,32,37.5,11,81.8,1,14,7,4,0,8,4,8.6,28.8,-0.08,-0.1
Metta World Peace,SF,31,LAL,2011,82,82,2410,233,35.6,425,41.9,136,67.60000000000001,100,167,175,124,36,90,181,11.2,15.3,0.088,1.9
Dorell Wright,SF,25,GSW,2011,82,82,3147,516,37.6,630,46.2,228,78.9,88,343,242,124,63,133,171,15,19.3,0.088,2.5
Julian Wright,SF,23,TOR,2011,52,6,766,10,20,150,53.300000000000004,43,51.2,47,71,58,39,20,43,45,12.1,13,0.038,0.3
Nick Young,SG,25,WAS,2011,64,40,2034,271,38.7,664,46.2,228,81.6,26,148,75,45,17,90,144,14.5,24.4,0.065,-0.5
Sam Young,SF,25,MEM,2011,78,46,1577,50,34,444,48.6,116,76.7,40,147,71,68,23,61,120,12.5,17.3,0.088,0.3
Thaddeus Young,PF,22,PHI,2011,82,1,2135,22,27.3,825,54.800000000000004,174,70.7,153,281,82,90,26,99,170,18.4,22.1,0.139,1.2
Arron Afflalo,SG,26,DEN,2012,62,62,2086,221,39.800000000000004,478,50.4,247,79.80000000000001,40,157,149,36,13,85,134,14.7,19.1,0.121,1.5
LaMarcus Aldridge,PF,26,POR,2012,55,55,1994,11,18.2,932,51.6,274,81.39999999999999,150,292,134,51,45,111,153,22.7,27,0.169,2.2
Ray Allen*,SG,36,BOS,2012,46,42,1565,234,45.300000000000004,259,46.300000000000004,106,91.5,14,128,109,49,8,68,83,14.8,18.6,0.145,1.8
Tony Allen,SG,30,MEM,2012,58,57,1525,26,30.8,422,47.9,175,80,98,135,79,104,33,94,142,15.7,18.4,0.131,1.7
Morris Almond,SG,26,WAS,2012,4,0,67,3,33.300000000000004,14,35.699999999999996,3,33.300000000000004,1,7,2,7,0,1,6,8.7,12.9,0.032,0
Al-Farouq Aminu,SF,21,NOH,2012,66,21,1477,47,27.700000000000003,318,43.1,114,75.4,95,213,66,59,34,91,136,10.6,16.2,0.044,0.2
Alan Anderson,SF,29,TOR,2012,17,12,461,61,39.300000000000004,81,38.3,34,85.3,8,26,26,5,3,25,35,8.7,18.6,0.032,-0.2
James Anderson,SG,22,SAS,2012,51,2,603,68,27.900000000000002,106,44.3,52,75,16,63,41,8,2,30,35,8.8,17.2,0.04,-0.2
Ryan Anderson,PF,23,ORL,2012,61,61,1964,422,39.300000000000004,335,49.6,171,87.7,224,247,54,50,26,57,146,21.2,21.2,0.219,3.3
Carmelo Anthony,SF,27,NYK,2012,55,55,1876,203,33.5,822,45.4,367,80.4,88,256,200,62,24,144,156,21.1,31.8,0.16,2.3
Gilbert Arenas,PG,30,MEM,2012,17,0,211,39,33.300000000000004,25,52,10,70,2,16,18,11,1,12,35,9.9,17.3,0.088,0.1
Trevor Ariza,SF,26,NOH,2012,41,41,1350,87,33.300000000000004,316,44,102,77.5,41,174,135,69,25,76,73,14.2,18.4,0.078,1.3
D.J. Augustin,PG,24,CHA,2012,48,46,1408,179,34.1,308,39.6,120,87.5,24,85,307,36,1,110,65,14.1,21.3,0.018,-0.6
Gustavo Ayon,PF,26,NOH,2012,54,24,1088,1,0,260,53.800000000000004,63,61.9,86,179,74,53,46,46,118,16.7,14.5,0.142,1.5
Luke Babbitt,SF,22,POR,2012,40,4,537,100,43,73,38.4,20,85,16,79,16,10,4,27,46,11.3,17.8,0.064,-0.2
Renaldo Balkman,SF,27,NYK,2012,14,0,115,9,22.2,23,60.9,11,72.7,6,20,5,4,3,6,14,14.3,16.7,0.142,0
Leandro Barbosa,SG,29,TOR,2012,42,0,946,111,36,343,46.1,91,83.5,21,58,63,36,7,68,101,14.2,28,0.052,-0.1
Leandro Barbosa,SG,29,IND,2012,22,0,436,59,42.4,124,38.7,33,75.8,12,37,33,20,0,26,34,13.4,23.2,0.076,0.1
J.J. Barea,PG,27,MIN,2012,41,11,1032,143,37.1,275,41.5,98,77.60000000000001,14,100,232,21,0,103,61,14.9,24.3,0.056,0.2
Andrea Bargnani,C,26,TOR,2012,31,31,1032,115,29.599999999999998,369,47.4,173,87.3,24,148,61,18,15,69,52,17.9,28.7,0.104,0.3
Matt Barnes,SF,31,LAL,2012,63,16,1440,138,33.300000000000004,249,51.800000000000004,128,74.2,97,247,126,35,48,73,152,15.5,16.4,0.142,1.7
Tony Battie,C,35,PHI,2012,27,11,295,1,0,50,38,4,100,8,59,16,4,6,4,26,7.3,9,0.076,-0.1
Shane Battier,SF,33,MIA,2012,65,10,1499,183,33.900000000000006,109,46.800000000000004,37,62.2,56,100,82,64,33,37,105,9.7,10.7,0.104,1.4
Nicolas Batum,SF,23,POR,2012,59,34,1791,274,39.1,367,49.6,159,83.6,81,190,84,57,60,90,105,17.3,20.5,0.127,1.9
Jerryd Bayless,PG,23,TOR,2012,31,11,705,104,42.3,172,42.4,88,85.2,8,58,118,24,4,53,70,17.7,24.6,0.139,0.6
Michael Beasley,SF,23,MIN,2012,47,7,1087,101,37.6,396,46.2,95,64.2,39,168,45,18,19,80,83,13,25.3,0.022,-0.5
Rodrigue Beaubois,PG,23,DAL,2012,53,12,1151,132,28.799999999999997,313,47.9,69,84.1,19,132,152,56,28,70,98,15.3,22,0.092,0.9
Marco Belinelli,SG,25,NOH,2012,66,55,1966,284,37.7,402,44.5,129,78.3,19,153,101,48,5,69,115,11.9,19.5,0.071,0.3
Raja Bell,SG,35,UTA,2012,34,33,796,87,39.1,87,54,25,84,6,43,38,13,2,21,78,8.3,11.6,0.069,0.2
Mike Bibby,PG,33,NYK,2012,39,4,557,85,31.8,39,20.5,8,75,5,54,80,21,3,20,45,7.8,11.9,0.061,-0.1
Chauncey Billups,SG,35,LAC,2012,20,20,607,125,38.4,103,34,95,89.5,4,46,80,9,3,38,40,16.1,23.4,0.135,0.3
DeJuan Blair,PF,22,SAS,2012,64,62,1363,1,0,503,53.5,119,61.3,154,197,78,59,12,92,168,17.6,21.7,0.142,1.2
Steve Blake,PG,31,LAL,2012,53,5,1237,158,33.5,110,43.6,27,77.8,9,76,175,39,2,72,75,8.5,13,0.04,-0.3
Andray Blatche,PF,25,WAS,2012,26,13,626,7,28.599999999999998,238,38.2,49,67.30000000000001,42,108,28,20,17,37,54,10.6,21.7,-0.011,-0.5
Eric Bledsoe,PG,22,LAC,2012,40,1,464,30,20,96,44.800000000000004,44,63.6,22,43,66,31,14,47,58,11.2,19.1,0.022,0.1
Keith Bogans,SF,31,NJN,2012,5,1,94,12,25,9,55.60000000000001,5,40,5,6,3,2,0,3,15,4.8,12.8,-0.005,-0.1
Andrew Bogut,C,27,MIL,2012,12,12,364,1,0,135,45.2,23,60.9,22,78,31,12,24,24,36,14.9,20.6,0.062,0.2
Matt Bonner,PF,31,SAS,2012,65,2,1326,250,42,100,49,21,76.2,29,185,61,15,21,14,68,13.2,12.8,0.143,1.3
Trevor Booker,PF,24,WAS,2012,50,32,1261,2,50,339,53.1,93,60.199999999999996,119,206,40,48,43,58,138,15.4,15.6,0.113,0.7
Carlos Boozer,PF,30,CHI,2012,66,66,1948,1,0,841,53.300000000000004,137,69.3,114,450,125,63,24,115,168,19.7,23.8,0.187,2
Chris Bosh,PF,27,MIA,2012,57,57,2007,35,28.599999999999998,772,49.6,279,82.1,94,358,103,51,45,117,128,18.9,24.2,0.165,1
Earl Boykins,PG,35,HOU,2012,8,0,111,9,22.2,27,37,15,86.7,0,11,17,1,0,7,5,10.3,20.3,0.029,-0.1
Craig Brackins,PF,24,PHI,2012,14,1,88,9,33.300000000000004,24,25,2,50,5,10,8,0,1,4,6,4.3,20.2,-0.065,-0.1
Avery Bradley,PG,21,BOS,2012,64,28,1368,54,40.699999999999996,348,51.1,78,79.5,34,81,87,43,12,75,109,11.3,17.9,0.085,0.2
Elton Brand,C,32,PHI,2012,60,60,1732,1,0,580,49.5,116,73.3,145,284,97,58,97,65,176,18,18.9,0.168,2.2
Corey Brewer,SF,25,DEN,2012,59,17,1287,127,26,336,50,130,69.19999999999999,43,107,88,72,17,56,113,13.7,20,0.085,0.8
Ronnie Brewer,SG,26,CHI,2012,66,43,1635,69,27.500000000000004,376,45.5,100,56.00000000000001,72,159,137,72,21,59,64,12.3,15.3,0.113,1.3
Jon Brockman,PF,24,MIL,2012,35,0,239,1,0,44,34.1,15,46.7,33,42,9,4,1,10,33,6.6,11.4,0.023,-0.2
MarShon Brooks,SG,23,NJN,2012,56,47,1648,150,31.3,490,46.300000000000004,148,76.4,70,130,131,52,15,118,116,12.9,22.9,0.022,-0.2
Derrick Brown,SF,24,CHA,2012,65,17,1443,24,25,385,53.5,141,66.7,95,141,67,48,12,55,96,14.7,16.8,0.076,0.2
Shannon Brown,SG,26,PHO,2012,59,19,1400,188,36.199999999999996,410,44.6,99,80.80000000000001,38,119,69,44,15,64,66,13.6,22.8,0.054,0.2
Kobe Bryant,SG,33,LAL,2012,58,58,2232,287,30.3,1049,46.400000000000006,451,84.5,66,247,264,69,18,204,105,21.9,35.7,0.132,2.4
Chase Budinger,SF,23,HOU,2012,58,9,1298,219,40.2,252,47.599999999999994,70,77.10000000000001,38,179,74,29,7,55,65,14.9,19.5,0.111,0.6
Alec Burks,SG,20,UTA,2012,59,0,939,45,33.300000000000004,312,44.2,143,72.7,57,75,55,27,5,51,84,14,22.5,0.076,-0.1
Caron Butler,SF,31,LAC,2012,63,63,1871,257,35.8,448,43.5,107,81.3,44,186,78,52,9,77,123,11.7,20.4,0.059,-0.1
Jimmy Butler,SG,22,CHI,2012,42,0,359,11,18.2,68,44.1,56,76.8,23,33,14,11,5,14,20,12.5,14.9,0.144,0.1
Rasual Butler,SF,32,TOR,2012,34,14,453,77,27.3,56,35.699999999999996,12,58.3,6,60,19,7,5,15,39,4.8,15.9,-0.022,-0.4
Derrick Byars,PF,27,SAS,2012,2,0,37,6,0,5,60,4,100,6,5,1,2,0,0,2,14.9,15.7,0.147,0
Andrew Bynum,C,24,LAL,2012,60,60,2112,5,20,791,56.00000000000001,338,69.19999999999999,192,517,85,27,116,152,104,22.9,23.8,0.183,2
Will Bynum,PG,29,DET,2012,36,0,514,29,24.099999999999998,165,40.6,64,76.6,10,46,66,23,3,54,61,10,24.8,-0.022,-0.4
Jose Calderon,PG,30,TOR,2012,53,53,1799,159,37.1,318,50,68,88.2,19,141,468,47,3,104,94,16.7,16,0.136,0.7
Marcus Camby,C,37,HOU,2012,19,13,458,5,40,121,48.8,26,42.3,52,124,32,17,29,10,38,19.6,14.6,0.179,0.7
Brian Cardinal,SF,34,DAL,2012,44,0,277,49,20.4,6,66.7,6,83.3,4,30,16,8,2,8,38,3.3,11,0.004,-0.1
DeMarre Carroll,SF,25,UTA,2012,20,9,327,19,36.8,80,37.5,16,87.5,28,22,15,12,1,9,36,10.1,15.8,0.06,0
Matt Carroll,SG,31,CHA,2012,53,2,596,43,18.6,114,38.6,38,78.9,8,50,38,16,7,24,52,5.6,15.3,-0.051,-0.8
Anthony Carter,PG,36,TOR,2012,24,0,209,17,29.4,36,33.300000000000004,10,80,5,28,34,8,4,17,20,8.7,16.8,0.001,-0.1
Vince Carter,SG,35,DAL,2012,61,40,1542,205,36.1,337,44.2,115,82.6,32,173,139,56,25,84,134,13.6,20.4,0.09,1
Omri Casspi,SF,23,CLE,2012,65,35,1341,168,31.5,244,46.300000000000004,108,68.5,63,165,66,37,21,64,115,11.2,17.6,0.044,-0.1
Mario Chalmers,PG,25,MIA,2012,64,64,1825,260,38.800000000000004,238,51.300000000000004,101,79.2,16,155,222,97,11,142,166,13,17.4,0.112,1.5
Tyson Chandler,C,29,NYK,2012,62,62,2061,2,0,353,68.30000000000001,315,68.89999999999999,212,400,56,56,89,102,186,18.7,13,0.22,3.2
Wilson Chandler,SF,24,DEN,2012,8,6,215,12,25,67,41.8,12,83.3,6,35,17,6,6,18,18,9,21.2,-0.021,-0.1
Josh Childress,SF,28,PHO,2012,34,0,491,24,16.7,75,58.699999999999996,2,0,31,64,34,14,6,9,38,11.1,10.1,0.092,0.4
Norris Cole,PG,23,MIA,2012,65,2,1260,76,27.6,374,41.699999999999996,85,77.60000000000001,21,70,133,44,2,105,124,7.9,21.8,0,-1.2
Darren Collison,PG,24,IND,2012,60,56,1878,94,36.199999999999996,429,45.7,153,83,30,157,287,49,14,114,101,13.6,17,0.098,0.8
Nick Collison,PF,31,OKC,2012,63,0,1307,1,0,200,60,62,71,119,155,82,33,28,61,153,12.1,10,0.13,1.4
Mike Conley,PG,24,MEM,2012,62,61,2174,159,37.7,525,45,158,86.1,22,134,404,136,11,125,133,16.8,18.3,0.141,2.1
Brian Cook,PF,31,LAC,2012,16,0,121,27,18.5,22,27.3,4,100,4,19,2,2,4,4,26,0,20.9,-0.098,-0.3
Brian Cook,PF,31,WAS,2012,16,0,155,23,21.7,26,57.699999999999996,6,83.3,6,34,8,4,1,7,22,10.4,16.9,0.058,-0.1
Daequan Cook,SG,24,OKC,2012,57,22,989,228,34.599999999999994,68,44.1,22,63.6,12,110,15,22,11,16,69,9.2,14.7,0.078,-0.1
DeMarcus Cousins,C,21,SAC,2012,64,62,1950,14,14.299999999999999,985,45.300000000000004,373,70.19999999999999,265,438,102,93,75,170,257,21.7,29.7,0.104,0.8
Jamal Crawford,PG,31,POR,2012,60,6,1613,260,30.8,477,42.6,206,92.7,16,102,191,55,14,111,74,15.7,26.6,0.069,0.1
Jordan Crawford,SG,23,WAS,2012,64,32,1753,273,28.9,599,45.1,203,79.3,44,124,190,59,5,141,111,14.5,28.1,0.029,-0.2
Dante Cunningham,PF,24,MEM,2012,64,5,1124,2,0,277,52,69,65.2,91,155,37,42,34,29,98,14.9,13.6,0.147,0.8
Stephen Curry,PG,23,GSW,2012,26,23,732,121,45.5,175,51.4,47,80.9,15,73,138,39,8,65,62,21.2,24,0.144,1
Samuel Dalembert,C,30,HOU,2012,65,45,1446,1,0,394,50.8,113,79.60000000000001,158,298,33,37,111,82,162,16.9,16.6,0.137,0.8
Marquis Daniels,SG,31,BOS,2012,38,0,484,10,0,133,39.1,23,73.9,16,50,47,21,9,28,36,8.1,18,0.008,-0.2
Baron Davis,PG,32,NYK,2012,29,14,595,85,30.599999999999998,99,42.4,24,66.7,13,43,135,34,3,76,61,10,20.4,0.014,-0.2
Ed Davis,PF,22,TOR,2012,66,9,1534,1,0,334,51.5,106,67,134,304,60,40,63,67,156,14.2,13.8,0.121,1.1
Glen Davis,PF,26,ORL,2012,61,13,1427,14,14.299999999999999,520,42.9,167,68.30000000000001,107,224,47,43,19,75,106,13.2,22.4,0.057,-0.8
Josh Davis,PF,31,MEM,2012,15,0,130,13,30.8,14,42.9,8,50,16,11,6,7,1,3,19,11.3,11.7,0.124,0.1
Austin Daye,SF,23,DET,2012,41,4,603,62,21,165,36.4,43,81.39999999999999,14,77,33,22,21,40,62,7.1,21.9,-0.05,-0.6
Carlos Delfino,SF,29,MIL,2012,54,53,1537,239,36,214,44.9,48,79.2,20,188,123,79,10,66,99,11.7,15.5,0.075,1.1
Luol Deng,SF,26,CHI,2012,54,54,2129,215,36.7,540,43,165,77,77,273,157,56,36,96,81,14.1,19.8,0.132,2.2
Justin Dentmon,PG,26,TOR,2012,4,0,72,10,20,12,50,6,66.7,0,7,9,1,0,6,8,5.7,20.1,-0.039,-0.1
DeMar DeRozan,SG,22,TOR,2012,63,63,2206,92,26.1,811,44,331,81,40,171,128,48,17,123,162,12.8,25,0.054,-0.5
Boris Diaw,PF,29,CHA,2012,37,28,1018,86,26.700000000000003,197,47.199999999999996,27,63,47,148,158,20,19,84,71,10.8,17.2,-0.023,-0.2
Boris Diaw,PF,29,SAS,2012,20,7,406,13,61.5,55,58.199999999999996,8,62.5,23,62,47,14,6,28,54,12.1,11.2,0.125,0.5
Keyon Dooling,SG,31,BOS,2012,46,2,662,81,33.300000000000004,82,47.599999999999994,31,74.2,3,36,51,13,2,34,57,6.9,15.3,0.042,-0.3
Toney Douglas,PG,25,NYK,2012,38,9,656,117,23.1,173,38.7,26,84.6,16,56,77,29,1,56,55,7.1,24.4,-0.046,-0.5
Goran Dragic,PG,25,HOU,2012,66,28,1752,202,33.7,398,52.5,190,80.5,53,115,351,85,10,157,166,18,21.8,0.139,1.8
Jared Dudley,SG,26,PHO,2012,65,60,2020,209,38.3,434,53.5,164,72.6,95,206,112,49,19,72,107,15.4,17.7,0.121,2.4
Chris Duhon,PG,29,ORL,2012,63,9,1226,119,42,84,41.699999999999996,21,81,14,88,151,35,9,81,71,8.4,11.2,0.051,-0.1
Tim Duncan,C,35,SAS,2012,58,58,1634,4,0,729,49.5,249,69.5,110,410,132,38,88,97,98,22.5,26.2,0.174,1.8
Mike Dunleavy,SF,31,MIL,2012,55,3,1445,208,39.900000000000006,296,52.7,143,81.10000000000001,29,175,117,28,8,58,87,16.6,19,0.146,1.1
Kevin Durant,SF,23,OKC,2012,66,66,2546,344,38.7,953,53.5,501,86,40,487,231,88,77,248,133,26.2,31.3,0.23,4.6
Jerome Dyson,PG,24,NOH,2012,9,1,180,8,12.5,40,45,36,77.8,2,17,18,11,2,20,19,11.3,22,0.026,-0.1
Devin Ebanks,SG,22,LAL,2012,24,12,396,9,0,80,46.300000000000004,35,65.7,26,28,12,11,6,18,26,8.3,14.2,0.033,-0.1
Wayne Ellington,SG,24,MIN,2012,51,4,973,108,32.4,194,44.800000000000004,40,80,14,85,33,26,10,26,56,9.4,15.8,0.041,-0.2
Monta Ellis,SG,26,GSW,2012,37,37,1365,156,32.1,548,46.5,186,81.2,16,111,223,56,12,123,84,18.6,30.7,0.054,0.6
Monta Ellis,SG,26,MIL,2012,21,21,755,45,26.700000000000003,291,45.7,89,76.4,4,69,123,29,6,54,52,15.4,25,0.067,0.2
